number of bedrooms,number of bathrooms,living area,lot area,number of floors,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,Price
3,1,1110,8423,1,7,1110,0,1952,122031,52.7018,-114.532,1140,249000
4,1.75,1720,10018,1,7,1720,0,1960,122035,52.5914,-114.309,1220,248500
3,1,1400,7410,1,6,1400,0,1944,122031,52.7098,-114.533,1070,246000
3,1.5,1260,1270,2,7,1040,220,2005,122038,52.9411,-114.521,1260,245000
3,2,1410,7566,1,7,1410,0,1985,122065,52.5974,-114.372,1570,239900
3,2.5,1920,9180,2,8,1920,0,1988,122042,52.7118,-114.421,1930,230000
3,1.75,1640,10762,1,7,1130,510,1988,122035,52.5886,-114.264,1680,226500
3,1.5,1380,11130,1,7,1380,0,1960,122040,52.5446,-114.513,1380,209950
4,1,1490,6600,1,7,1490,0,1969,122056,52.7135,-114.522,1280,185000
2,1,1040,13100,1,6,1040,0,1912,122066,52.6177,-114.424,910,160000
2,1,910,22000,1,6,910,0,1956,122039,52.5077,-114.442,1326,100000
6,3,3510,5760,2.5,10,3510,0,1906,122047,52.8563,-114.502,3450,1750000
3,1.75,2430,12757,1,8,1340,1090,1952,122048,52.8501,-114.399,2930,1500000
5,3.25,2800,3200,1.5,10,1910,890,1932,122061,52.8721,-114.54,2450,1310000
4,3.25,3820,24166,2,11,3310,510,1990,122057,52.7563,-114.417,2900,1250000
4,3,2920,33976,1,8,1460,1460,1964,122029,52.8464,-114.294,2970,1050000
4,1,3410,5000,2,8,2190,1220,1910,122054,52.8107,-114.481,2550,1040000
3,2.75,2015,16807,2,9,2015,0,2007,122031,52.68,-114.567,1780,988500
5,2.5,3160,11470,1,9,1780,1380,1971,122057,52.7668,-114.406,3260,980000
3,3.25,2640,4080,2,9,1840,800,1912,122004,52.8936,-114.516,1990,930000
3,2.5,2920,3942,3,10,2920,0,2008,122053,52.761,-114.394,2920,868500
4,2,1910,6960,1.5,8,1910,0,1941,122028,52.9193,-114.538,1360,835000
5,3,3040,9601,1,9,1970,1070,1968,122057,52.7862,-114.41,3180,830000
3,2.75,3010,1842,2,9,3010,0,2011,122020,52.8136,-114.184,2950,785000
4,1.75,2480,9195,1,7,1390,1090,1950,122048,52.814,-114.385,2440,780000
4,2.5,2660,5500,2,9,2660,0,2003,122011,52.7739,-114.186,3620,753888
3,2.5,1690,4500,1.5,8,1690,0,1928,122009,52.8141,-114.573,2140,719000
4,2.5,3290,6465,2,9,3290,0,2002,122020,52.8281,-114.166,3100,716500
3,1,1250,4620,1.5,7,1150,100,1900,122028,52.881,-114.531,1900,712000
3,1.75,1320,5750,1.5,7,1320,0,1918,122009,52.8148,-114.581,1440,660000
4,1.75,2060,26036,1,8,1160,900,1947,122031,52.6744,-114.541,2590,647500
2,1.75,1230,3600,1.5,7,1230,0,1925,122003,52.8723,-114.551,1210,636000
2,1,1540,6872,1,7,820,720,1946,122003,52.8754,-114.563,1420,615000
3,2.5,1750,3354,2,7,1750,0,1991,122010,52.9253,-114.389,1750,595000
2,3,3160,66646,2,7,3160,0,1993,122037,52.9779,-114.224,3140,589900
4,2.25,2250,41688,2,8,2250,0,1980,122045,52.8995,-114.24,2350,569000
2,2,1870,4950,1,8,1870,0,2006,122045,52.9495,-114.212,1670,559950
2,2.5,1360,1349,2,8,1050,310,1997,122047,52.8554,-114.482,1430,553650
3,2.25,1780,191228,2,8,1780,0,1988,122025,52.6875,-113.938,2440,545000
6,2.25,2820,15600,1.5,7,1970,850,1940,122031,52.6935,-114.552,2520,543200
4,1.75,1840,9600,1,7,1220,620,1967,122005,52.8879,-114.315,1770,538000
4,2.5,2550,4630,2,7,2550,0,2005,122020,52.8228,-114.194,2550,537500
4,2.5,2280,65836,2,8,2280,0,2004,122037,52.9537,-114.266,2300,535000
3,1,1670,4080,1,7,1170,500,1967,122006,52.9199,-114.511,1560,533000
3,1.75,1980,6760,1,8,1980,0,1973,122029,52.8698,-114.303,2120,530000
4,2.75,2280,2850,1.5,7,1540,740,1930,122006,52.9171,-114.497,1680,530000
3,2.25,2430,73151,1,8,2430,0,1974,122015,52.7049,-114.282,2800,524000
2,1,1060,4960,1,7,1060,0,1926,122028,52.9196,-114.521,1420,515000
3,1.75,1410,1197,3,8,1410,0,2012,122028,52.8858,-114.538,1350,500000
2,1.5,1110,957,2,8,930,180,2005,122003,52.8619,-114.552,1680,499000
3,2.5,2310,6250,2,8,2310,0,2011,122058,53.0034,-114.427,2440,494000
5,2.25,2440,20828,1.5,8,2440,0,1975,122035,52.6062,-114.348,2670,489990
3,2,1510,43560,1,7,1510,0,1954,122037,52.9518,-114.269,2060,450000
2,1.5,1020,1060,3,8,1020,0,2008,122028,52.9101,-114.538,1340,441750
2,1,980,1179,2,8,980,0,2010,122003,52.8681,-114.565,1190,438000
3,1.75,1310,9282,1,7,1310,0,1976,122005,52.9144,-114.301,1310,437000
3,1.75,1460,7700,1,7,1460,0,1979,122005,52.9281,-114.317,1720,424500
3,2.5,1540,3200,3,8,1470,70,2008,122028,52.9261,-114.531,1540,413450
2,1,1020,8155,1,7,1020,0,1948,122050,52.9557,-114.551,1430,405000
3,2.75,2090,8354,2,8,2090,0,2012,122055,52.9636,-114.155,2280,403000
3,2.5,1960,8000,1,7,1290,670,1977,122033,52.9549,-114.368,1960,402000
3,1.75,1890,9920,1,7,1230,660,1944,122022,52.9627,-114.496,1380,385000
6,2.25,3206,5793,2,7,3206,0,2012,122066,52.599,-114.477,2527,375000
2,1.5,960,1808,2,7,960,0,1993,122044,52.8483,-114.488,1290,358000
4,1.75,2250,13515,1,8,2150,100,1940,122065,52.6089,-114.419,2150,350000
3,1.75,1590,9620,1,7,1590,0,1988,122015,52.7115,-114.342,2980,349000
4,2.5,2460,7350,2,9,2460,0,1989,122018,52.5361,-114.539,2390,347500
3,1.5,2240,87625,1.5,7,1480,760,1980,122023,52.5343,-114.284,1920,335000
2,2,1550,435600,1.5,7,1550,0,1972,122008,52.7445,-114.043,1600,330000
4,2.5,2320,6270,2,8,2320,0,2004,122035,52.5801,-114.33,2150,325900
2,1.25,860,1277,2,7,860,0,2007,122054,52.8142,-114.504,1280,321950
3,1.75,1890,1716,1,7,1890,0,1966,122035,52.6456,-114.339,1500,307000
3,2,1240,10800,1,7,1240,0,1967,122046,52.679,-114.345,1480,297950
2,1.75,2200,89298,1,7,1100,1100,1973,122012,52.6933,-114.166,2590,295000
3,2.5,1920,7229,2,8,1920,0,1993,122040,52.4959,-114.5,2310,295000
4,2.5,1810,6509,2,7,1810,0,1994,122035,52.5831,-114.333,1760,270000
3,2.5,1940,8547,1,7,1460,480,1989,122065,52.5791,-114.367,1750,266000
4,2.5,2020,6236,2,7,2020,0,2002,122039,52.5096,-114.437,1940,262000
4,1.5,2130,8800,1,7,1100,1030,1962,122066,52.613,-114.478,1480,260000
4,1.75,1730,8320,1,7,1230,500,1977,122018,52.557,-114.551,1840,258000
3,1.75,1390,7399,1,7,1390,0,1975,122067,52.6483,-114.372,1460,246000
3,1.5,1260,7964,1,7,1260,0,1955,122060,52.6607,-114.524,1510,245000
2,1,1270,3008,1,6,650,620,1923,122051,52.7651,-114.469,1270,235000
3,1.75,950,6000,1,6,790,160,1939,122059,52.7571,-114.506,1360,230000
3,1,1390,16000,1,6,1390,0,1960,122039,52.5198,-114.441,1420,230000
3,2.5,1190,3000,2,7,1190,0,2002,122063,52.7233,-114.465,1190,229000
4,1.75,2000,6120,1,7,1100,900,1965,122063,52.7335,-114.448,1880,228000
4,1,2100,9200,1,7,1050,1050,1959,122056,52.706,-114.482,1540,211000
3,1,1490,8995,1,7,1490,0,1954,122056,52.7201,-114.493,1490,207000
2,1,720,5040,1,6,720,0,1955,122034,52.7567,-114.55,1357,205000
2,1.5,980,5000,2,7,980,0,1922,122041,52.9376,-113.549,1040,134000
2,1,520,22334,1,5,520,0,1951,122056,52.7099,-114.486,1572,82500
3,2.25,3000,11665,1.5,11,3000,0,2001,122020,52.8184,-114.276,3000,2400000
5,6.5,7270,130017,2,12,6420,850,2010,122012,52.7671,-114.172,1800,2240000
5,4.5,5190,5432,2,11,3390,1800,1987,122057,52.8146,-114.413,4460,1700000
4,2.75,3720,9450,1,10,1960,1760,1962,122027,52.7927,-114.346,2900,1370000
4,4.25,5860,52889,2,10,4910,950,1996,122021,52.9545,-114.285,3320,1160000
4,2.25,4230,37769,2,11,4230,0,1989,122037,52.9587,-114.267,3890,985000
4,3,3750,11025,2,10,3750,0,1976,122019,52.8667,-114.249,2930,920000
3,2.5,3560,107290,2,10,3560,0,1987,122045,52.8952,-114.239,3660,851000
4,3.5,3810,13592,1,9,2560,1250,2013,122053,52.7434,-114.39,3230,839900
4,2.75,3780,10308,2,10,3780,0,1999,122020,52.819,-114.173,3500,833000
4,3.25,3540,159430,2,9,3540,0,2007,122041,52.8585,-114.089,1940,800000
4,2.5,2830,20345,2,10,1980,850,1979,122048,52.8762,-114.381,2830,782000
4,3.5,2730,3047,2,8,2400,330,2006,122009,52.8097,-114.581,1980,769900
4,2.75,2790,10819,2,10,2790,0,1996,122012,52.7815,-114.27,3080,765000
3,2.25,2950,78843,1.5,9,2950,0,2006,122020,52.8217,-114.258,3880,759000
4,2.75,3100,3773,2,8,2000,1100,1919,122044,52.8458,-114.481,2130,742500
2,2.5,2200,188200,1,8,2200,0,2007,122068,52.4758,-114.192,2700,705000
3,3,2480,45302,1,8,1620,860,1976,122037,52.9891,-114.263,1260,610000
4,2.5,2260,7753,2,9,2260,0,1989,122011,52.8052,-114.185,2690,604000
4,2.25,2430,32496,1,9,2430,0,1993,122037,52.9942,-114.238,2750,590000
4,3.25,2400,29252,2,8,2400,0,1982,122021,52.973,-114.321,2280,585000
4,2.5,2660,4000,2,8,2660,0,2001,122045,52.9176,-114.228,2330,583000
4,2.5,2840,6268,2,9,2840,0,1998,122058,52.9686,-114.425,2790,580000
3,2.25,1660,10140,1,8,1370,290,1980,122005,52.9189,-114.318,2100,566000
4,2.25,2470,7447,2,8,2470,0,1984,122014,52.9814,-114.476,2270,565000
4,2.5,2840,4500,2,8,2840,0,2012,122058,52.9978,-114.427,2840,557000
4,2.5,2330,14289,2,8,2330,0,1978,122030,52.8216,-114.338,2210,542500
4,1.75,2000,4000,1.5,7,1450,550,1926,122064,52.7959,-114.565,1430,536500
3,1.75,1300,5413,1.5,7,1300,0,1925,122006,52.9288,-114.51,1590,536000
5,3,3480,57499,1,8,2340,1140,1976,122012,52.6874,-114.214,2020,532000
3,2.5,2030,6970,2,8,2030,0,1991,122011,52.8018,-114.189,2000,525000
3,2,1400,7293,1,7,1400,0,1963,122029,52.816,-114.31,1600,511555
3,2.5,2100,5824,2,8,2100,0,1999,122008,52.7634,-114.057,1890,505000
3,1.75,1750,11340,1,7,1300,450,1987,122019,52.8399,-114.248,2310,491300
2,1,1840,3300,1.5,6,1130,710,1910,122026,52.9057,-114.552,1320,490000
3,2,1410,4800,1,7,1410,0,1940,122007,52.9152,-114.568,1190,481450
4,2.5,1930,9653,1,9,1930,0,1968,122018,52.5667,-114.525,2100,465000
2,1,1150,4400,1,7,1150,0,1905,122047,52.8526,-114.482,1240,463000
4,1.75,1750,5500,1.5,7,1050,700,1926,122007,52.9102,-114.578,1640,460000
4,2,1650,6000,1,7,1000,650,1959,122054,52.8134,-114.497,1540,445000
2,2,1150,6634,1,7,860,290,1940,122006,52.9301,-114.499,1680,445000
4,2.25,2170,10500,1,8,1270,900,1960,122031,52.6694,-114.528,2080,431000
3,1,1620,30736,1.5,7,1620,0,1911,122027,52.8019,-114.309,2440,428750
4,2.25,3060,48787,2,8,3060,0,1992,122062,52.5697,-114.108,2090,415000
4,2.5,2600,11951,2,10,2600,0,1988,122018,52.5353,-114.53,2820,402500
3,2.25,1445,1606,2,7,1300,145,2003,122012,52.7648,-114.262,1410,387000
3,3.25,1410,1253,3,8,1410,0,2005,122028,52.9281,-114.53,1410,382000
3,2,1340,1384,3,8,1340,0,2008,122028,52.9273,-114.54,1110,376000
2,1,1420,81892,1,7,1180,240,1956,122042,52.6642,-114.385,1490,360000
3,2.25,1640,11050,1,8,1640,0,1972,122015,52.7023,-114.311,1870,352000
3,1.75,1780,120661,1,6,1780,0,1979,122055,53.0031,-114.087,1440,336900
4,2.5,1940,3784,2,8,1940,0,2003,122046,52.6813,-114.309,1940,330000
3,2.25,1352,1694,3,8,1352,0,2007,122022,52.9565,-114.505,1439,325000
4,1.5,1470,70800,1,7,1470,0,1976,122062,52.5758,-114.138,1810,325000
3,2.25,998,904,2,7,798,200,2007,122007,52.9283,-114.557,998,324000
4,2.75,1970,7213,1,8,1170,800,1977,122046,52.6724,-114.316,1980,323000
4,2.25,2310,7490,2,8,2310,0,1980,122042,52.6679,-114.382,2310,320000
5,1.75,2320,8100,1,7,1160,1160,1956,122031,52.6931,-114.531,1410,315000
4,2.25,1930,7452,1,7,1430,500,1984,122067,52.6398,-114.379,1714,312000
4,2.25,2130,8078,1,7,1380,750,1977,122042,52.6782,-114.399,2300,311100
3,1.5,1060,10464,1,7,1060,0,1973,122033,52.9613,-114.419,1420,303500
4,2.5,2000,13300,1,7,1200,800,1968,122039,52.583,-114.484,1800,290000
3,1.75,1390,8700,1,7,840,550,1912,122042,52.7025,-114.392,1390,280950
4,2,2190,14439,1,7,1180,1010,1977,122039,52.5002,-114.48,2160,280000
3,1.5,1390,48257,1,6,1390,0,1922,122036,52.7903,-114.084,1440,275000
3,1.5,1500,6337,1,7,1500,0,1953,122022,52.9576,-114.502,1420,270000
3,2,1690,9583,1,7,1690,0,1969,122015,52.7125,-114.354,1690,270000
3,2,1920,8075,1,7,1510,410,1969,122018,52.5392,-114.565,1920,260000
3,2.5,1420,14850,1,7,1020,400,1963,122066,52.5961,-114.48,2060,260000
2,1,960,28717,1,6,960,0,1984,122069,52.5656,-114.692,1860,255000
2,1,810,7980,1,6,810,0,1928,122052,52.719,-114.527,1440,255000
3,2.5,1850,4597,2,8,1850,0,2003,122035,52.6055,-114.326,2210,254000
3,1,1030,6127,1,7,880,150,1947,122022,52.9492,-114.51,1610,252500
3,1.75,1220,7250,1,7,1220,0,1962,122025,52.7187,-113.974,1700,251000
4,3,2163,5883,2,7,2163,0,2006,122039,52.5034,-114.441,1700,248000
3,1,1360,9948,1,6,1360,0,1977,122062,52.5722,-114.243,1670,234950
3,2.5,2000,9202,2,7,2000,0,1992,122024,52.5816,-114.247,1750,225000
4,1,1430,8355,1.5,7,1430,0,1983,122023,52.5478,-114.364,1550,224500
2,1.5,1020,1525,2,7,1020,0,2004,122038,52.934,-114.537,1020,212000
3,1,1160,8320,1,7,1160,0,1959,122066,52.6131,-114.478,1480,201500
2,1,720,18000,1,6,720,0,1950,122063,52.7354,-114.451,1250,195000
4,2,2520,6000,1,8,1400,1120,1921,122028,52.9067,-114.54,1580,875000
5,2.75,3060,7015,1,8,1600,1460,1979,122052,52.7352,-114.562,2190,549900
3,2.5,1350,1250,3,8,1270,80,2006,122016,52.7791,-114.577,1350,394950
3,2.5,2130,6969,2,7,2130,0,2003,122024,52.5955,-114.217,1670,320000
4,1,1940,9533,1,7,1080,860,1962,122067,52.6439,-114.398,1940,265000
4,2.5,2160,5298,2.5,9,2160,0,1902,122044,52.8406,-114.5,1720,842500
3,2.5,1370,1350,2,7,1010,360,2007,122016,52.7834,-114.572,1450,368000
5,2.75,3650,20150,1,10,2360,1290,1975,122048,52.8515,-114.414,3220,1580000
5,1.75,3380,20021,1,8,1690,1690,1963,122048,52.8695,-114.401,3260,1350000
4,3.5,3460,3997,2,10,2560,900,2004,122028,52.9018,-114.519,1860,1320000
4,3.25,2330,9687,2,9,2330,0,1918,122047,52.8564,-114.473,3880,1300000
4,3.75,3490,9170,2,9,3490,0,2012,122048,52.8291,-114.39,1810,1260000
4,4.5,5420,101930,1,11,3890,1530,2001,122045,52.8861,-114.195,4760,1230000
4,2.25,3070,16028,1,9,1870,1200,1976,122057,52.7571,-114.418,3070,1230000
3,1.75,1560,8078,1.5,6,1560,0,1928,122057,52.8079,-114.436,2890,1200000
3,2.5,3720,11610,2,11,3720,0,1982,122019,52.866,-114.239,3530,1080000
4,3.75,3280,11000,2,10,2320,960,2008,122010,52.9155,-114.391,2400,1050000
4,3.25,3270,5187,2,9,3110,160,2014,122005,52.9266,-114.323,3600,1030000
3,2.5,2920,34527,1,9,1800,1120,1954,122009,52.8099,-114.59,2480,1020000
5,3,4530,258746,1.5,9,3200,1330,2003,122037,53.0002,-114.256,3430,950000
4,2.25,3290,12329,1.5,10,3290,0,1968,122057,52.7939,-114.406,3170,947500
3,2.75,2980,27144,1.5,8,2180,800,1917,122031,52.6822,-114.568,1890,947500
4,2.75,3300,12090,2,8,3300,0,1953,122048,52.8594,-114.408,3180,927000
3,2,2700,6120,1,8,1350,1350,1962,122006,52.9031,-114.517,1700,910000
4,3.25,4700,38412,2,10,3420,1280,1978,122049,52.8745,-114.357,3640,900000
4,2.5,2830,5000,2,9,2830,0,1995,122004,52.8897,-114.48,1950,885000
3,3.25,2170,12508,1.5,9,1650,520,1928,122057,52.7965,-114.419,2720,876650
4,2.5,2350,3150,1.5,8,1690,660,1910,122028,52.8905,-114.525,1750,870300
4,1.75,2350,11914,1,8,2350,0,1961,122057,52.7692,-114.418,2240,850000
4,2.75,2600,2750,1.5,7,1620,980,1936,122003,52.8713,-114.547,1960,840000
5,4.5,4630,6324,2,9,3210,1420,2006,122008,52.7682,-114.05,4420,809000
4,3.25,3680,5759,2,9,2840,840,2003,122012,52.7667,-114.257,3620,788000
3,1.75,1720,5000,1,9,1720,0,1954,122044,52.8457,-114.48,2120,770000
4,2.5,3110,6142,2,9,3110,0,2004,122005,52.931,-114.301,3200,751000
4,2.5,2980,4930,2,9,2890,90,2000,122027,52.7745,-114.31,2980,750000
3,2.5,2620,8950,2,9,2620,0,1992,122027,52.7823,-114.309,2850,746000
4,2.5,2760,5000,1.5,7,1680,1080,1928,122026,52.9026,-114.561,1850,734200
4,2.5,2670,13463,2,9,2670,0,1989,122011,52.7927,-114.208,2560,690000
4,3,2400,3340,1,7,1200,1200,1964,122026,52.8946,-114.555,1520,675000
4,2.5,2550,10000,1,8,1290,1260,1964,122030,52.8508,-114.331,2270,660000
4,2.5,3040,6887,2,8,3040,0,1999,122019,52.8373,-114.205,2790,647000
3,2.5,1570,1433,3,8,1570,0,2010,122028,52.9158,-114.526,1570,635000
4,2,1770,4166,2,7,1770,0,1911,122032,52.8793,-114.591,1340,630000
3,1.5,1620,6630,1,8,1280,340,1954,122007,52.9248,-114.584,1880,620000
2,1.75,2040,4480,1.5,7,2040,0,1919,122069,52.6279,-114.655,2040,615000
4,3,2110,5000,1.5,7,1640,470,1930,122016,52.7495,-114.581,1380,610000
4,1.75,2120,4650,1,7,1190,930,1951,122007,52.9264,-114.59,2070,582000
3,2,2560,216777,1,8,2560,0,1986,122023,52.525,-114.276,2360,560000
4,2.25,2540,228254,1,8,1450,1090,1990,122055,52.949,-114.102,1780,540000
4,2.25,1800,8623,1,8,1360,440,1980,122010,52.922,-114.374,2370,522000
4,1.75,1940,4800,1,7,1030,910,1922,122044,52.8354,-114.504,1450,505000
4,2.5,2780,6369,1,8,1590,1190,1978,122033,52.9584,-114.406,2170,505000
2,2.25,1290,1334,3,8,1290,0,2007,122026,52.9019,-114.572,1350,500000
3,1,980,6380,1,7,760,220,1941,122006,52.922,-114.498,1390,499950
2,2.5,1230,1391,2,8,870,360,2004,122047,52.8492,-114.491,1240,490000
3,1.5,2020,11358,1,6,1190,830,1956,122010,52.8941,-114.375,2370,465000
3,2.5,2010,2287,2,8,1390,620,2014,122011,52.7817,-114.188,1690,453246
3,1.5,1770,17208,1,8,1160,610,1959,122027,52.7959,-114.307,2450,450000
2,2.5,1480,1369,3,7,1480,0,2009,122005,52.906,-114.311,1390,420000
3,2.25,2200,16921,2,8,2200,0,1987,122024,52.6027,-114.241,2060,410000
4,2.5,2160,6223,2,8,2160,0,2010,122024,52.5794,-114.232,2160,383000
5,3,2480,10090,1,7,1300,1180,2004,122063,52.7264,-114.453,2290,372500
2,2.5,980,895,2,8,670,310,2009,122009,52.8174,-114.576,980,369000
3,1,1280,9898,1,7,1280,0,1968,122021,52.9977,-114.353,1290,368000
4,2,1730,5500,1,7,1010,720,1943,122034,52.7604,-114.543,1080,360000
4,2.5,2380,7066,2,7,2380,0,1997,122067,52.6282,-114.362,2310,357000
2,1,910,4500,1.5,7,910,0,1906,122051,52.7933,-114.479,1270,350000
3,1.5,1720,7119,1.5,7,1720,0,1952,122014,52.9835,-114.504,1590,341000
3,1,1080,8100,1,7,1080,0,1955,122014,53.007,-114.497,1080,339000
3,2.5,1940,4927,2,8,1940,0,2004,122046,52.6779,-114.31,2070,335000
5,3,2100,4548,1,7,1250,850,2013,122056,52.7166,-114.509,2100,330000
3,1.75,1440,8040,1,7,960,480,1951,122022,52.9428,-114.496,1500,315275
5,2.25,2180,7813,2,7,2180,0,1986,122024,52.5951,-114.241,1880,302000
2,1.5,830,1333,2,7,830,0,2005,122016,52.7806,-114.571,1120,301500
2,1.75,1360,8100,1,7,860,500,1975,122050,52.9595,-114.549,1830,300000
3,1,1830,8209,1,7,1830,0,1942,122058,52.9739,-114.418,2150,270000
2,1,1290,2828,2,7,1290,0,2008,122045,52.9268,-114.215,1290,265000
2,1,1220,2500,1,6,770,450,1910,122064,52.8027,-114.562,1540,255000
1,1,810,2451,1,7,810,0,1941,122064,52.7488,-114.566,980,235000
3,1,990,8012,1,7,990,0,1966,122046,52.6857,-114.371,1260,225000
3,1.5,1350,7620,1,6,1350,0,1941,122031,52.6865,-114.54,1350,211000
3,2.5,1040,2643,2,7,720,320,2004,122051,52.7465,-114.458,1540,210000
3,1,1460,9750,1,7,1460,0,1969,122035,52.5542,-114.334,1270,201000
2,1,700,10540,1,6,700,0,1953,122031,52.668,-114.526,890,192000
3,1.5,1370,8470,1,7,1370,0,1961,122023,52.5174,-114.382,1710,185000
3,1,970,8580,1,7,970,0,1959,122040,52.5663,-114.501,1430,156000
3,1,1250,53143,1,6,1250,0,1945,122024,52.6535,-114.241,1820,110000
4,2.5,5300,26211,2,10,4570,730,1923,122004,52.891,-114.459,3890,2560000
5,4,4430,9000,2,10,4430,0,2013,122048,52.8468,-114.406,2470,2450000
4,4.5,5030,11023,2,11,3250,1780,2008,122057,52.8022,-114.426,3640,2450000
5,2.25,3120,16672,2,9,3120,0,1969,122048,52.8758,-114.409,3740,1900000
5,3.25,4860,23723,2,11,3820,1040,1989,122057,52.8067,-114.405,4040,1680000
5,3.25,3370,17458,1,10,2000,1370,1982,122057,52.7891,-114.419,4240,1550000
5,4.25,3530,7924,2,10,3530,0,2001,122057,52.8194,-114.433,1750,1400000
4,1.5,2740,4000,2,9,1930,810,1905,122061,52.8643,-114.542,1680,1110000
4,3.25,4400,8400,2,11,4400,0,2003,122020,52.8168,-114.158,4440,1050000
4,2.5,3490,7494,2,11,3490,0,2000,122027,52.789,-114.317,3260,975000
4,2.5,3520,6773,2.5,9,2650,870,2006,122016,52.7617,-114.581,2930,870000
4,2.5,3560,11119,1,10,2290,1270,1986,122048,52.8756,-114.38,3290,860000
5,2.75,3150,7119,2,9,3150,0,2013,122005,52.9059,-114.341,1560,819900
6,3,2890,2370,2.5,7,2290,600,1906,122013,52.8527,-114.513,2180,799200
3,1.75,2340,10495,1,8,2340,0,1967,122057,52.7686,-114.416,3120,780000
3,3.25,3610,59677,2,10,2440,1170,2003,122012,52.7764,-114.278,3130,777000
3,2.25,1780,6120,1.5,9,1390,390,1927,122044,52.8325,-114.476,1960,771000
3,3.25,3190,5283,2,9,3190,0,2007,122011,52.7834,-114.192,2950,757000
3,1.5,1310,3880,1,7,1090,220,1956,122007,52.9121,-114.582,1570,717000
3,2.5,2030,8398,2,9,2030,0,1975,122029,52.8572,-114.285,2450,700000
4,2.5,3000,5548,2,9,3000,0,2006,122015,52.7699,-114.378,2870,675000
5,3,3410,9600,1,8,1870,1540,1968,122005,52.8658,-114.293,2390,675000
3,2,1940,5820,1.5,7,1150,790,1944,122026,52.8938,-114.552,990,665000
4,3.5,3400,5196,2,9,3400,0,2012,122008,52.7469,-114.074,3170,660000
4,2.5,2740,7140,2,8,2740,0,1993,122019,52.8634,-114.211,2260,651000
4,2.5,2210,4861,2,9,2210,0,2013,122007,52.9259,-114.554,1590,650000
3,2.5,1740,13750,2,9,1740,0,1975,122029,52.8564,-114.282,2540,645000
4,1.75,1950,13320,1,8,1370,580,1969,122030,52.8496,-114.329,2120,635000
4,2,2260,6000,1,8,1430,830,1958,122006,52.9176,-114.488,2030,628000
3,3.5,1810,1846,2,8,1440,370,2009,122044,52.837,-114.495,1480,625000
3,1,1710,4050,1.5,7,1710,0,1909,122028,52.9032,-114.521,1790,620000
3,1.75,1680,2400,1,7,870,810,1922,122044,52.8455,-114.49,1440,591000
4,2.25,2710,38180,2,8,2710,0,1977,122037,53,-114.287,2590,591000
4,1.75,2090,8164,1,8,1070,1020,1963,122005,52.9015,-114.345,1310,581000
5,2,2290,7125,1,7,1190,1100,1964,122029,52.864,-114.309,1460,580000
3,1.75,1580,11750,1,7,1180,400,1951,122051,52.7668,-114.455,2150,575000
3,2,1530,5401,1,7,1530,0,1937,122006,52.916,-114.494,1640,570000
3,1,1440,5000,2,7,1440,0,1910,122028,52.9041,-114.544,1850,560000
4,2,2250,7500,1,7,1200,1050,1956,122049,52.8177,-114.347,1440,550000
7,4,3440,8100,2,7,3440,0,1970,122028,52.9281,-114.539,1420,550000
2,2,1680,4950,1,8,1680,0,2006,122045,52.9494,-114.212,1570,530000
3,1.75,1690,8190,1,8,1690,0,1958,122049,52.8157,-114.362,1840,530000
5,3,2450,4591,2,7,2450,0,1994,122007,52.9128,-114.578,1060,525000
3,3.5,2876,5086,2,8,2360,516,2007,122021,52.9811,-114.363,2390,525000
3,2.5,1580,1161,2,8,1010,570,2008,122047,52.8506,-114.489,1680,525000
3,1.5,1240,7735,1,7,1240,0,1957,122029,52.831,-114.312,1260,523000
4,2.5,2790,5602,2,8,2790,0,2009,122015,52.7259,-114.34,2790,505000
4,2.5,2040,5616,2,8,2040,0,2012,122058,53.0037,-114.428,2380,502000
5,4.75,3830,35000,1,8,2130,1700,1976,122037,52.9897,-114.269,2750,480000
4,2.5,3740,8700,1,10,2260,1480,2004,122046,52.6887,-114.307,2650,475000
3,1.5,1270,5112,1,7,1270,0,1950,122006,52.906,-114.478,1580,465000
5,2.5,3400,8970,1,8,1700,1700,1959,122038,52.9658,-114.525,1890,464000
3,2.25,2350,10450,1,8,1390,960,1977,122058,52.9733,-114.449,2250,460000
4,2.5,3360,7685,2,9,3360,0,2001,122046,52.6669,-114.301,3060,455000
3,2.75,1250,892,2,8,1040,210,2010,122009,52.8126,-114.577,1250,450000
